filename,width,height,class,xmin,ymin,xmax,ymax
zanzibar1_1025.jpg,1000,1000,Palm,453,549,543,636
zanzibar1_1025.jpg,1000,1000,Palm,735,447,820,517
zanzibar1_1027.jpg,1000,1000,Palm,275,126,357,212
zanzibar1_1027.jpg,1000,1000,Palm,380,27,481,112
zanzibar1_1027.jpg,1000,1000,Palm,174,288,282,397
zanzibar1_1027.jpg,1000,1000,Palm,91,455,185,564
zanzibar1_1027.jpg,1000,1000,Palm,137,573,242,677
zanzibar1_1027.jpg,1000,1000,Palm,253,423,351,519
zanzibar1_1027.jpg,1000,1000,Palm,111,783,183,856
zanzibar1_1027.jpg,1000,1000,Palm,371,525,457,608
zanzibar1_1027.jpg,1000,1000,Palm,462,490,553,594
zanzibar1_1027.jpg,1000,1000,Palm,509,261,597,351
zanzibar1_1027.jpg,1000,1000,Palm,708,126,797,230
zanzibar1_1027.jpg,1000,1000,Palm,833,186,907,269
zanzibar1_1027.jpg,1000,1000,Palm,643,391,745,490
zanzibar1_1027.jpg,1000,1000,Palm,600,442,695,532
zanzibar1_1027.jpg,1000,1000,Palm,695,516,784,605
zanzibar1_1027.jpg,1000,1000,Palm,538,927,644,999
zanzibar1_1027.jpg,1000,1000,Palm,388,813,481,899
zanzibar1_1028.jpg,1000,1000,Palm,16,882,115,979
zanzibar1_1028.jpg,1000,1000,Palm,78,695,163,782
zanzibar1_1028.jpg,1000,1000,Palm,176,800,248,878
zanzibar1_1028.jpg,1000,1000,Palm,378,786,460,867
zanzibar1_1028.jpg,1000,1000,Palm,485,850,591,962
zanzibar1_1028.jpg,1000,1000,Palm,613,928,709,1000
zanzibar1_1028.jpg,1000,1000,Palm,913,868,1000,968
zanzibar1_1028.jpg,1000,1000,Palm,796,819,885,900
zanzibar1_1028.jpg,1000,1000,Palm,657,697,754,783
zanzibar1_1028.jpg,1000,1000,Palm,525,606,627,694
zanzibar1_1028.jpg,1000,1000,Palm,730,616,836,728
zanzibar1_1028.jpg,1000,1000,Palm,858,712,953,797
zanzibar1_1028.jpg,1000,1000,Palm,884,613,971,700
zanzibar1_1028.jpg,1000,1000,Palm,875,452,983,560
zanzibar1_1028.jpg,1000,1000,Palm,728,407,827,513
zanzibar1_1028.jpg,1000,1000,Palm,580,476,671,557
zanzibar1_1028.jpg,1000,1000,Palm,193,396,288,490
zanzibar1_1028.jpg,1000,1000,Palm,837,67,927,147
zanzibar1_1028.jpg,1000,1000,Palm,795,134,887,215
zanzibar1_1028.jpg,1000,1000,Palm,700,218,797,307
zanzibar1_1028.jpg,1000,1000,Palm,590,1,685,75
zanzibar1_1028.jpg,1000,1000,Palm,456,1,555,72
zanzibar1_1028.jpg,1000,1000,Palm,69,89,151,167
zanzibar1_1029.jpg,1000,1000,Palm,27,924,120,998
zanzibar1_1029.jpg,1000,1000,Palm,1,812,67,911
zanzibar1_1029.jpg,1000,1000,Palm,51,782,140,876
zanzibar1_1029.jpg,1000,1000,Palm,107,866,216,960
zanzibar1_1029.jpg,1000,1000,Palm,191,821,292,922
zanzibar1_1029.jpg,1000,1000,Palm,214,940,298,1000
zanzibar1_1029.jpg,1000,1000,Palm,299,941,400,1000
zanzibar1_1029.jpg,1000,1000,Palm,290,838,381,935
zanzibar1_1029.jpg,1000,1000,Palm,384,889,500,988
zanzibar1_1029.jpg,1000,1000,Palm,361,789,460,883
zanzibar1_1029.jpg,1000,1000,Palm,272,714,353,786
zanzibar1_1029.jpg,1000,1000,Palm,152,719,240,799
zanzibar1_1029.jpg,1000,1000,Palm,64,657,158,751
zanzibar1_1029.jpg,1000,1000,Palm,141,586,225,668
zanzibar1_1029.jpg,1000,1000,Palm,71,541,136,607
zanzibar1_1029.jpg,1000,1000,Palm,127,479,210,552
zanzibar1_1029.jpg,1000,1000,Palm,97,405,182,477
zanzibar1_1029.jpg,1000,1000,Palm,155,349,216,408
zanzibar1_1029.jpg,1000,1000,Palm,67,278,166,367
zanzibar1_1029.jpg,1000,1000,Palm,159,233,228,295
zanzibar1_1029.jpg,1000,1000,Palm,162,145,221,202
zanzibar1_1029.jpg,1000,1000,Palm,240,65,298,129
zanzibar1_1029.jpg,1000,1000,Palm,305,46,379,109
zanzibar1_1029.jpg,1000,1000,Palm,419,82,503,161
zanzibar1_1029.jpg,1000,1000,Palm,778,130,840,182
zanzibar1_1029.jpg,1000,1000,Palm,821,186,891,254
zanzibar1_1029.jpg,1000,1000,Palm,746,460,815,526
zanzibar1_1029.jpg,1000,1000,Palm,907,666,970,735
zanzibar1_1029.jpg,1000,1000,Palm,934,752,1000,834
zanzibar1_1029.jpg,1000,1000,Palm,843,768,925,847
zanzibar1_1029.jpg,1000,1000,Palm,797,813,881,896
zanzibar1_1029.jpg,1000,1000,Palm,769,712,842,775
zanzibar1_1029.jpg,1000,1000,Palm,690,771,759,845
zanzibar1_1029.jpg,1000,1000,Palm,628,824,718,909
zanzibar1_1029.jpg,1000,1000,Palm,709,890,809,984
zanzibar1_1029.jpg,1000,1000,Palm,822,899,912,979
zanzibar1_1029.jpg,1000,1000,Palm,945,874,1000,951
zanzibar1_1031.jpg,1000,1000,Palm,3,36,75,124
zanzibar1_1031.jpg,1000,1000,Palm,244,35,338,124
zanzibar1_1031.jpg,1000,1000,Palm,40,239,116,312
zanzibar1_1031.jpg,1000,1000,Palm,126,155,221,229
zanzibar1_1031.jpg,1000,1000,Palm,222,134,309,214
zanzibar1_1031.jpg,1000,1000,Palm,302,125,374,200
zanzibar1_1031.jpg,1000,1000,Palm,413,27,493,109
zanzibar1_1031.jpg,1000,1000,Palm,111,332,172,401
zanzibar1_1031.jpg,1000,1000,Palm,198,232,274,308
zanzibar1_1031.jpg,1000,1000,Palm,301,259,388,342
zanzibar1_1031.jpg,1000,1000,Palm,377,229,454,294
zanzibar1_1031.jpg,1000,1000,Palm,491,184,577,264
zanzibar1_1031.jpg,1000,1000,Palm,567,18,638,90
zanzibar1_1031.jpg,1000,1000,Palm,691,26,775,113
zanzibar1_1031.jpg,1000,1000,Palm,780,1,854,78
zanzibar1_1031.jpg,1000,1000,Palm,853,6,940,72
zanzibar1_1031.jpg,1000,1000,Palm,810,96,894,180
zanzibar1_1031.jpg,1000,1000,Palm,883,193,959,268
zanzibar1_1031.jpg,1000,1000,Palm,660,131,748,201
zanzibar1_1031.jpg,1000,1000,Palm,677,198,785,288
zanzibar1_1031.jpg,1000,1000,Palm,737,272,831,345
zanzibar1_1031.jpg,1000,1000,Palm,738,347,821,422
zanzibar1_1031.jpg,1000,1000,Palm,931,298,1000,388
zanzibar1_1031.jpg,1000,1000,Palm,932,434,999,510
zanzibar1_1031.jpg,1000,1000,Palm,572,248,669,341
zanzibar1_1031.jpg,1000,1000,Palm,640,340,732,433
zanzibar1_1031.jpg,1000,1000,Palm,480,283,574,366
zanzibar1_1031.jpg,1000,1000,Palm,547,346,630,426
zanzibar1_1031.jpg,1000,1000,Palm,561,412,660,508
zanzibar1_1031.jpg,1000,1000,Palm,644,497,726,575
zanzibar1_1031.jpg,1000,1000,Palm,772,549,867,644
zanzibar1_1031.jpg,1000,1000,Palm,864,601,963,699
zanzibar1_1031.jpg,1000,1000,Palm,865,702,968,796
zanzibar1_1031.jpg,1000,1000,Palm,780,735,870,819
zanzibar1_1031.jpg,1000,1000,Palm,718,651,812,750
zanzibar1_1031.jpg,1000,1000,Palm,612,656,686,726
zanzibar1_1031.jpg,1000,1000,Palm,559,518,643,609
zanzibar1_1031.jpg,1000,1000,Palm,387,306,483,393
zanzibar1_1031.jpg,1000,1000,Palm,459,383,543,471
zanzibar1_1031.jpg,1000,1000,Palm,453,472,536,550
zanzibar1_1031.jpg,1000,1000,Palm,467,559,574,651
zanzibar1_1031.jpg,1000,1000,Palm,497,655,602,752
zanzibar1_1031.jpg,1000,1000,Palm,681,822,741,880
zanzibar1_1031.jpg,1000,1000,Palm,548,821,612,897
zanzibar1_1031.jpg,1000,1000,Palm,548,922,621,992
zanzibar1_1031.jpg,1000,1000,Palm,407,830,499,909
zanzibar1_1031.jpg,1000,1000,Palm,386,745,482,829
zanzibar1_1031.jpg,1000,1000,Palm,342,614,433,705
zanzibar1_1031.jpg,1000,1000,Palm,333,705,434,779
zanzibar1_1031.jpg,1000,1000,Palm,396,536,476,614
zanzibar1_1031.jpg,1000,1000,Palm,316,516,399,601
zanzibar1_1031.jpg,1000,1000,Palm,374,407,466,492
zanzibar1_1031.jpg,1000,1000,Palm,293,412,370,494
zanzibar1_1031.jpg,1000,1000,Palm,209,540,288,615
zanzibar1_1031.jpg,1000,1000,Palm,243,614,337,708
zanzibar1_1031.jpg,1000,1000,Palm,25,443,115,524
zanzibar1_1031.jpg,1000,1000,Palm,60,494,167,581
zanzibar1_1031.jpg,1000,1000,Palm,1,560,68,650
zanzibar1_1031.jpg,1000,1000,Palm,53,572,136,642
zanzibar1_1031.jpg,1000,1000,Palm,132,552,213,632
zanzibar1_1031.jpg,1000,1000,Palm,147,635,245,734
zanzibar1_1031.jpg,1000,1000,Palm,162,741,246,826
zanzibar1_1031.jpg,1000,1000,Palm,1,773,64,844
zanzibar1_1031.jpg,1000,1000,Palm,64,779,152,863
zanzibar1_1031.jpg,1000,1000,Palm,194,823,290,917
zanzibar1_1031.jpg,1000,1000,Palm,152,898,234,969
zanzibar1_1031.jpg,1000,1000,Palm,305,877,391,954
zanzibar1_1033.jpg,1000,1000,Palm,342,43,435,135
zanzibar1_1033.jpg,1000,1000,Palm,462,1,576,91
zanzibar1_1033.jpg,1000,1000,Palm,543,58,637,150
zanzibar1_1033.jpg,1000,1000,Palm,743,49,838,148
zanzibar1_1033.jpg,1000,1000,Palm,835,100,936,205
zanzibar1_1033.jpg,1000,1000,Palm,1,210,97,307
zanzibar1_1033.jpg,1000,1000,Palm,66,292,143,365
zanzibar1_1033.jpg,1000,1000,Palm,94,213,198,310
zanzibar1_1033.jpg,1000,1000,Palm,222,191,315,286
zanzibar1_1033.jpg,1000,1000,Palm,308,155,402,251
zanzibar1_1033.jpg,1000,1000,Palm,379,144,480,238
zanzibar1_1033.jpg,1000,1000,Palm,315,258,410,352
zanzibar1_1033.jpg,1000,1000,Palm,396,234,496,330
zanzibar1_1033.jpg,1000,1000,Palm,449,312,528,378
zanzibar1_1033.jpg,1000,1000,Palm,494,244,583,332
zanzibar1_1033.jpg,1000,1000,Palm,549,169,643,256
zanzibar1_1033.jpg,1000,1000,Palm,575,241,685,333
zanzibar1_1033.jpg,1000,1000,Palm,605,328,680,397
zanzibar1_1033.jpg,1000,1000,Palm,733,147,812,226
zanzibar1_1033.jpg,1000,1000,Palm,694,227,784,313
zanzibar1_1033.jpg,1000,1000,Palm,762,339,857,421
zanzibar1_1033.jpg,1000,1000,Palm,814,231,919,343
zanzibar1_1033.jpg,1000,1000,Palm,901,212,980,277
zanzibar1_1033.jpg,1000,1000,Palm,278,508,348,569
zanzibar1_1047.jpg,1000,1000,Palm,865,763,965,866
zanzibar1_1047.jpg,1000,1000,Palm,821,659,919,752
zanzibar1_1047.jpg,1000,1000,Palm,422,779,536,894
zanzibar1_1047.jpg,1000,1000,Palm,1,717,84,830
zanzibar1_1047.jpg,1000,1000,Palm,208,715,272,783
zanzibar1_1047.jpg,1000,1000,Palm,228,490,303,571
zanzibar1_1047.jpg,1000,1000,Palm,540,521,622,596
zanzibar1_1047.jpg,1000,1000,Palm,683,536,784,631
zanzibar1_1047.jpg,1000,1000,Palm,661,462,741,533
zanzibar1_1047.jpg,1000,1000,Palm,484,398,571,489
zanzibar1_1047.jpg,1000,1000,Palm,858,341,958,432
zanzibar1_1047.jpg,1000,1000,Palm,700,365,786,455
zanzibar1_1047.jpg,1000,1000,Palm,751,258,847,354
zanzibar1_1047.jpg,1000,1000,Palm,613,294,699,368
zanzibar1_1047.jpg,1000,1000,Palm,872,96,953,177
zanzibar1_1047.jpg,1000,1000,Palm,609,100,685,176
zanzibar1_1047.jpg,1000,1000,Palm,567,7,675,108
zanzibar1_1047.jpg,1000,1000,Palm,379,16,490,128
zanzibar1_1047.jpg,1000,1000,Palm,354,146,428,225
zanzibar1_1047.jpg,1000,1000,Palm,376,256,434,313
zanzibar1_1047.jpg,1000,1000,Palm,124,38,184,99
zanzibar1_106.jpg,1000,1000,Palm,154,885,232,952
zanzibar1_106.jpg,1000,1000,Palm,15,755,119,842
zanzibar1_106.jpg,1000,1000,Palm,13,652,88,717
zanzibar1_106.jpg,1000,1000,Palm,102,591,202,672
zanzibar1_106.jpg,1000,1000,Palm,116,673,220,773
zanzibar1_106.jpg,1000,1000,Palm,230,794,316,876
zanzibar1_106.jpg,1000,1000,Palm,270,592,364,667
zanzibar1_106.jpg,1000,1000,Palm,211,483,311,579
zanzibar1_106.jpg,1000,1000,Palm,330,522,411,597
zanzibar1_106.jpg,1000,1000,Palm,327,448,419,529
zanzibar1_106.jpg,1000,1000,Palm,407,462,511,563
zanzibar1_106.jpg,1000,1000,Palm,382,629,482,728
zanzibar1_106.jpg,1000,1000,Palm,429,558,505,625
zanzibar1_106.jpg,1000,1000,Palm,491,425,587,511
zanzibar1_106.jpg,1000,1000,Palm,493,630,587,718
zanzibar1_106.jpg,1000,1000,Palm,516,706,624,796
zanzibar1_106.jpg,1000,1000,Palm,582,461,677,550
zanzibar1_106.jpg,1000,1000,Palm,638,657,741,755
zanzibar1_106.jpg,1000,1000,Palm,752,754,827,826
zanzibar1_106.jpg,1000,1000,Palm,733,858,820,950
zanzibar1_106.jpg,1000,1000,Palm,853,932,959,1000
zanzibar1_106.jpg,1000,1000,Palm,866,546,957,633
zanzibar1_106.jpg,1000,1000,Palm,924,489,1000,583
zanzibar1_106.jpg,1000,1000,Palm,845,418,953,511
zanzibar1_106.jpg,1000,1000,Palm,687,452,782,533
zanzibar1_106.jpg,1000,1000,Palm,741,328,844,428
zanzibar1_106.jpg,1000,1000,Palm,915,295,1000,397
zanzibar1_106.jpg,1000,1000,Palm,831,279,926,377
zanzibar1_106.jpg,1000,1000,Palm,192,60,271,149
zanzibar1_106.jpg,1000,1000,Palm,258,78,336,155
zanzibar1_106.jpg,1000,1000,Palm,313,174,413,275
zanzibar1_106.jpg,1000,1000,Palm,379,269,470,365
zanzibar1_106.jpg,1000,1000,Palm,324,1,428,68
zanzibar1_106.jpg,1000,1000,Palm,379,64,470,161
zanzibar1_106.jpg,1000,1000,Palm,430,1,510,86
zanzibar1_106.jpg,1000,1000,Palm,449,146,537,243
zanzibar1_106.jpg,1000,1000,Palm,468,268,554,371
zanzibar1_106.jpg,1000,1000,Palm,625,1,711,71
zanzibar1_106.jpg,1000,1000,Palm,599,72,700,164
zanzibar1_106.jpg,1000,1000,Palm,583,152,672,236
zanzibar1_106.jpg,1000,1000,Palm,543,213,645,311
zanzibar1_106.jpg,1000,1000,Palm,725,15,809,99
zanzibar1_106.jpg,1000,1000,Palm,699,85,786,180
zanzibar1_106.jpg,1000,1000,Palm,641,208,721,292
zanzibar1_106.jpg,1000,1000,Palm,749,213,821,291
zanzibar1_1064.jpg,1000,1000,Palm,52,117,144,199
zanzibar1_1064.jpg,1000,1000,Palm,234,123,316,206
zanzibar1_1064.jpg,1000,1000,Palm,911,143,995,226
zanzibar1_1064.jpg,1000,1000,Palm,920,240,995,304
zanzibar1_1064.jpg,1000,1000,Palm,825,51,898,117
zanzibar1_1064.jpg,1000,1000,Palm,749,385,843,471
zanzibar1_1064.jpg,1000,1000,Palm,644,286,740,379
zanzibar1_1064.jpg,1000,1000,Palm,895,655,978,739
zanzibar1_1064.jpg,1000,1000,Palm,784,584,868,669
zanzibar1_1064.jpg,1000,1000,Palm,643,734,716,802
zanzibar1_1064.jpg,1000,1000,Palm,771,828,870,925
zanzibar1_1064.jpg,1000,1000,Palm,915,895,1000,978
zanzibar1_1064.jpg,1000,1000,Palm,640,930,731,997
zanzibar1_1064.jpg,1000,1000,Palm,465,825,537,895
zanzibar1_1064.jpg,1000,1000,Palm,350,809,452,905
zanzibar1_1064.jpg,1000,1000,Palm,234,848,340,934
zanzibar1_1064.jpg,1000,1000,Palm,172,769,265,861
zanzibar1_1064.jpg,1000,1000,Palm,5,832,93,905
zanzibar1_1064.jpg,1000,1000,Palm,250,613,346,715
zanzibar1_1064.jpg,1000,1000,Palm,359,685,448,773
zanzibar1_1064.jpg,1000,1000,Palm,352,559,446,644
zanzibar1_1064.jpg,1000,1000,Palm,498,598,600,684
zanzibar1_1064.jpg,1000,1000,Palm,512,439,596,529
zanzibar1_1069.jpg,1000,1000,Palm,34,10,129,99
zanzibar1_1069.jpg,1000,1000,Palm,1,79,75,194
zanzibar1_1069.jpg,1000,1000,Palm,80,166,178,263
zanzibar1_1069.jpg,1000,1000,Palm,141,1,233,75
zanzibar1_1069.jpg,1000,1000,Palm,176,75,264,163
zanzibar1_1069.jpg,1000,1000,Palm,275,67,359,159
zanzibar1_1069.jpg,1000,1000,Palm,331,7,433,82
zanzibar1_1069.jpg,1000,1000,Palm,364,75,471,162
zanzibar1_1069.jpg,1000,1000,Palm,278,162,384,261
zanzibar1_1069.jpg,1000,1000,Palm,5,266,82,356
zanzibar1_1069.jpg,1000,1000,Palm,2,351,85,449
zanzibar1_1069.jpg,1000,1000,Palm,93,369,187,459
zanzibar1_1069.jpg,1000,1000,Palm,113,274,210,365
zanzibar1_1069.jpg,1000,1000,Palm,186,326,290,426
zanzibar1_1069.jpg,1000,1000,Palm,186,429,285,531
zanzibar1_1069.jpg,1000,1000,Palm,264,296,353,392
zanzibar1_1069.jpg,1000,1000,Palm,308,377,405,460
zanzibar1_1069.jpg,1000,1000,Palm,365,278,453,358
zanzibar1_1069.jpg,1000,1000,Palm,427,161,509,250
zanzibar1_1069.jpg,1000,1000,Palm,481,80,561,160
zanzibar1_1069.jpg,1000,1000,Palm,545,31,637,123
zanzibar1_1069.jpg,1000,1000,Palm,597,1,712,77
zanzibar1_1069.jpg,1000,1000,Palm,810,1,895,77
zanzibar1_1069.jpg,1000,1000,Palm,907,58,980,134
zanzibar1_1069.jpg,1000,1000,Palm,719,69,817,169
zanzibar1_1069.jpg,1000,1000,Palm,822,113,921,209
zanzibar1_1069.jpg,1000,1000,Palm,845,207,925,278
zanzibar1_1069.jpg,1000,1000,Palm,712,189,781,252
zanzibar1_1069.jpg,1000,1000,Palm,754,235,845,335
zanzibar1_1069.jpg,1000,1000,Palm,719,317,812,415
zanzibar1_1069.jpg,1000,1000,Palm,517,189,603,274
zanzibar1_1069.jpg,1000,1000,Palm,616,256,709,343
zanzibar1_1069.jpg,1000,1000,Palm,659,376,742,463
zanzibar1_1069.jpg,1000,1000,Palm,416,385,513,488
zanzibar1_1069.jpg,1000,1000,Palm,528,416,617,497
zanzibar1_1069.jpg,1000,1000,Palm,603,447,695,546
zanzibar1_1069.jpg,1000,1000,Palm,351,474,445,561
zanzibar1_1069.jpg,1000,1000,Palm,240,582,347,682
zanzibar1_1069.jpg,1000,1000,Palm,409,568,477,638
zanzibar1_1069.jpg,1000,1000,Palm,1,714,74,804
zanzibar1_1069.jpg,1000,1000,Palm,158,616,221,688
zanzibar1_1069.jpg,1000,1000,Palm,290,669,380,760
zanzibar1_1069.jpg,1000,1000,Palm,508,635,587,713
zanzibar1_1069.jpg,1000,1000,Palm,586,810,674,885
zanzibar1_1069.jpg,1000,1000,Palm,365,835,434,909
zanzibar1_1106.jpg,1000,1000,Palm,204,56,286,132
zanzibar1_1106.jpg,1000,1000,Palm,47,113,140,200
zanzibar1_1106.jpg,1000,1000,Palm,41,312,122,397
zanzibar1_1106.jpg,1000,1000,Palm,1,452,76,544
zanzibar1_1106.jpg,1000,1000,Palm,71,410,151,493
zanzibar1_1106.jpg,1000,1000,Palm,194,367,291,447
zanzibar1_1106.jpg,1000,1000,Palm,243,431,334,516
zanzibar1_1106.jpg,1000,1000,Palm,299,521,378,595
zanzibar1_1106.jpg,1000,1000,Palm,220,608,313,688
zanzibar1_1106.jpg,1000,1000,Palm,316,655,397,734
zanzibar1_1106.jpg,1000,1000,Palm,115,759,205,839
zanzibar1_1106.jpg,1000,1000,Palm,235,791,325,864
zanzibar1_1106.jpg,1000,1000,Palm,382,836,482,927
zanzibar1_1106.jpg,1000,1000,Palm,448,712,541,801
zanzibar1_1106.jpg,1000,1000,Palm,638,8,744,111
zanzibar1_1106.jpg,1000,1000,Palm,535,188,619,268
zanzibar1_1106.jpg,1000,1000,Palm,635,182,734,273
zanzibar1_1106.jpg,1000,1000,Palm,664,273,766,367
zanzibar1_1106.jpg,1000,1000,Palm,822,148,907,227
zanzibar1_1106.jpg,1000,1000,Palm,924,272,999,349
zanzibar1_1106.jpg,1000,1000,Palm,865,394,964,484
zanzibar1_1106.jpg,1000,1000,Palm,649,490,734,583
zanzibar1_1106.jpg,1000,1000,Palm,661,588,755,680
zanzibar1_1106.jpg,1000,1000,Palm,802,548,896,636
zanzibar1_1106.jpg,1000,1000,Palm,763,684,847,767
zanzibar1_1106.jpg,1000,1000,Palm,881,710,980,805
zanzibar1_1106.jpg,1000,1000,Palm,593,711,677,795
zanzibar1_1106.jpg,1000,1000,Palm,542,805,630,895
zanzibar1_112.jpg,1000,1000,Palm,803,851,905,945
zanzibar1_112.jpg,1000,1000,Palm,715,834,802,926
zanzibar1_112.jpg,1000,1000,Palm,648,717,738,799
zanzibar1_112.jpg,1000,1000,Palm,226,829,359,948
zanzibar1_112.jpg,1000,1000,Palm,3,867,98,975
zanzibar1_112.jpg,1000,1000,Palm,1,658,88,755
zanzibar1_112.jpg,1000,1000,Palm,82,661,178,746
zanzibar1_112.jpg,1000,1000,Palm,98,737,243,868
zanzibar1_112.jpg,1000,1000,Palm,243,716,372,833
zanzibar1_112.jpg,1000,1000,Palm,337,667,449,790
zanzibar1_112.jpg,1000,1000,Palm,255,596,374,708
zanzibar1_112.jpg,1000,1000,Palm,108,562,238,677
zanzibar1_112.jpg,1000,1000,Palm,2,566,82,652
zanzibar1_112.jpg,1000,1000,Palm,60,518,160,625
zanzibar1_112.jpg,1000,1000,Palm,1,2,97,96
zanzibar1_112.jpg,1000,1000,Palm,30,114,133,211
zanzibar1_112.jpg,1000,1000,Palm,62,172,172,278
zanzibar1_112.jpg,1000,1000,Palm,15,286,134,397
zanzibar1_112.jpg,1000,1000,Palm,182,223,287,329
zanzibar1_112.jpg,1000,1000,Palm,128,304,232,415
zanzibar1_112.jpg,1000,1000,Palm,143,400,252,507
zanzibar1_112.jpg,1000,1000,Palm,209,333,322,448
zanzibar1_112.jpg,1000,1000,Palm,378,221,492,325
zanzibar1_112.jpg,1000,1000,Palm,311,296,442,424
zanzibar1_112.jpg,1000,1000,Palm,282,402,405,507
zanzibar1_112.jpg,1000,1000,Palm,429,324,529,442
zanzibar1_112.jpg,1000,1000,Palm,370,479,476,586
zanzibar1_112.jpg,1000,1000,Palm,234,509,346,614
zanzibar1_112.jpg,1000,1000,Palm,516,264,594,338
zanzibar1_112.jpg,1000,1000,Palm,588,109,688,200
zanzibar1_112.jpg,1000,1000,Palm,748,5,847,100
zanzibar1_112.jpg,1000,1000,Palm,604,268,712,379
zanzibar1_112.jpg,1000,1000,Palm,584,492,707,604
zanzibar1_112.jpg,1000,1000,Palm,693,480,800,585
zanzibar1_112.jpg,1000,1000,Palm,567,630,672,732
zanzibar1_112.jpg,1000,1000,Palm,532,719,609,791
zanzibar1_1120.jpg,1000,1000,Palm,53,4,155,80
zanzibar1_1120.jpg,1000,1000,Palm,146,43,249,149
zanzibar1_1120.jpg,1000,1000,Palm,51,201,149,301
zanzibar1_1120.jpg,1000,1000,Palm,3,307,84,385
zanzibar1_1120.jpg,1000,1000,Palm,1,406,53,492
zanzibar1_1120.jpg,1000,1000,Palm,68,396,145,480
zanzibar1_1120.jpg,1000,1000,Palm,178,299,281,396
zanzibar1_1120.jpg,1000,1000,Palm,203,177,318,291
zanzibar1_1120.jpg,1000,1000,Palm,19,545,100,616
zanzibar1_1120.jpg,1000,1000,Palm,42,729,135,821
zanzibar1_1120.jpg,1000,1000,Palm,69,888,138,962
zanzibar1_1120.jpg,1000,1000,Palm,88,636,151,696
zanzibar1_1120.jpg,1000,1000,Palm,166,529,217,580
zanzibar1_1120.jpg,1000,1000,Palm,220,600,297,666
zanzibar1_1120.jpg,1000,1000,Palm,176,827,236,885
zanzibar1_1120.jpg,1000,1000,Palm,229,933,305,996
zanzibar1_1120.jpg,1000,1000,Palm,294,450,378,526
zanzibar1_1120.jpg,1000,1000,Palm,301,325,395,415
zanzibar1_1120.jpg,1000,1000,Palm,319,661,417,745
zanzibar1_1120.jpg,1000,1000,Palm,236,731,313,810
zanzibar1_1120.jpg,1000,1000,Palm,388,915,474,994
zanzibar1_1120.jpg,1000,1000,Palm,365,822,414,874
zanzibar1_1120.jpg,1000,1000,Palm,550,824,622,893
zanzibar1_1120.jpg,1000,1000,Palm,433,643,522,726
zanzibar1_1120.jpg,1000,1000,Palm,399,535,491,621
zanzibar1_1120.jpg,1000,1000,Palm,872,1,949,57
zanzibar1_1120.jpg,1000,1000,Palm,792,1,874,67
zanzibar1_1120.jpg,1000,1000,Palm,792,109,878,188
zanzibar1_1120.jpg,1000,1000,Palm,683,225,761,300
zanzibar1_1125.jpg,1000,1000,Palm,816,1,893,50
zanzibar1_1125.jpg,1000,1000,Palm,795,18,868,77
